Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,LowCI,HighCI,Confidence Interval,Quartile Range,Suppression Flag
"Received Counseling or Therapy, Last 4 Weeks",By State,Maine,Maine,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,8.7,6,12,6.0 - 12.0,8.5-10.0,
"Received Counseling or Therapy, Last 4 Weeks",By State,Maryland,Maryland,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,11.1,8.7,14,8.7 - 14.0,10.1-11.4,
"Received Counseling or Therapy, Last 4 Weeks",By State,Massachusetts,Massachusetts,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,13.4,10.8,16.3,10.8 - 16.3,11.5-15.8,
"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,9.1,7.5,10.9,7.5 - 10.9,8.5-10.0,
"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,11,8.8,13.6,8.8 - 13.6,10.1-11.4,
"Received Counseling or Therapy, Last 4 Weeks",By State,Mississippi,Mississippi,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,11.7,7.7,16.9,7.7 - 16.9,11.5-15.8,
"Received Counseling or Therapy, Last 4 Weeks",By State,Missouri,Missouri,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,10,7.7,12.8,7.7 - 12.8,8.5-10.0,
"Received Counseling or Therapy, Last 4 Weeks",By State,Montana,Montana,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,8.4,5.5,12,5.5 - 12.0,4.4-8.4,
"Received Counseling or Therapy, Last 4 Weeks",By State,Nebraska,Nebraska,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,9.9,7.4,13,7.4 - 13.0,8.5-10.0,
"Received Counseling or Therapy, Last 4 Weeks",By State,Nevada,Nevada,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,9.9,7.5,12.7,7.5 - 12.7,8.5-10.0,
"Received Counseling or Therapy, Last 4 Weeks",By State,New Hampshire,New Hampshire,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,12.9,10.3,15.9,10.3 - 15.9,11.5-15.8,
"Received Counseling or Therapy, Last 4 Weeks",By State,New Jersey,New Jersey,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,9.4,6.7,12.7,6.7 - 12.7,8.5-10.0,
"Received Counseling or Therapy, Last 4 Weeks",By State,New Mexico,New Mexico,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,10.2,7.9,12.9,7.9 - 12.9,10.1-11.4,
"Received Counseling or Therapy, Last 4 Weeks",By State,New York,New York,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,14.1,10.9,17.8,10.9 - 17.8,11.5-15.8,
"Received Counseling or Therapy, Last 4 Weeks",By State,North Carolina,North Carolina,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,8.6,5.5,12.6,5.5 - 12.6,8.5-10.0,
"Received Counseling or Therapy, Last 4 Weeks",By State,North Dakota,North Dakota,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,6.3,4.1,9.4,4.1 - 9.4,4.4-8.4,
"Received Counseling or Therapy, Last 4 Weeks",By State,Ohio,Ohio,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,9.7,6.3,14,6.3 - 14.0,8.5-10.0,
"Received Counseling or Therapy, Last 4 Weeks",By State,Oklahoma,Oklahoma,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,6.5,4.3,9.4,4.3 - 9.4,4.4-8.4,
"Received Counseling or Therapy, Last 4 Weeks",By State,Oregon,Oregon,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,11.8,10.1,13.7,10.1 - 13.7,11.5-15.8,
"Received Counseling or Therapy, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,10,7.8,12.6,7.8 - 12.6,8.5-10.0,
"Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,12.8,9.1,17.3,9.1 - 17.3,11.5-15.8,
"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,4.4,2.9,6.2,2.9 - 6.2,4.4-8.4,
"Received Counseling or Therapy, Last 4 Weeks",By State,South Dakota,South Dakota,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,6.1,3.8,9.2,3.8 - 9.2,4.4-8.4,
"Received Counseling or Therapy, Last 4 Weeks",By State,Tennessee,Tennessee,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,9.5,7,12.6,7.0 - 12.6,8.5-10.0,
"Received Counseling or Therapy, Last 4 Weeks",By State,Texas,Texas,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,8.5,7.1,10.2,7.1 - 10.2,8.5-10.0,
"Received Counseling or Therapy, Last 4 Weeks",By State,Utah,Utah,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,10.6,8.7,12.8,8.7 - 12.8,10.1-11.4,
"Received Counseling or Therapy, Last 4 Weeks",By State,Vermont,Vermont,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,15.8,12,20.3,12.0 - 20.3,11.5-15.8,
"Received Counseling or Therapy, Last 4 Weeks",By State,Virginia,Virginia,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,12.5,9.1,16.7,9.1 - 16.7,11.5-15.8,
"Received Counseling or Therapy, Last 4 Weeks",By State,Washington,Washington,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,11.4,9.4,13.7,9.4 - 13.7,10.1-11.4,
"Received Counseling or Therapy, Last 4 Weeks",By State,West Virginia,West Virginia,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,8.7,6.2,11.7,6.2 - 11.7,8.5-10.0,
"Received Counseling or Therapy, Last 4 Weeks",By State,Wisconsin,Wisconsin,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,10,8,12.4,8.0 - 12.4,8.5-10.0,
"Received Counseling or Therapy, Last 4 Weeks",By State,Wyoming,Wyoming,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,12.9,9.2,17.5,9.2 - 17.5,11.5-15.8,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,United States,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,25,24.4,25.6,24.4 - 25.6,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,18 - 29 years,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,24.8,22.9,26.7,22.9 - 26.7,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,30 - 39 years,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,26.9,25.5,28.4,25.5 - 28.4,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,40 - 49 years,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,27.2,26,28.6,26.0 - 28.6,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,50 - 59 years,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,27.4,25.9,29,25.9 - 29.0,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,60 - 69 years,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,22.6,21.3,23.9,21.3 - 23.9,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,70 - 79 years,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,20.7,18.8,22.7,18.8 - 22.7,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,80 years and above,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,14.6,10.4,19.7,10.4 - 19.7,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Male,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,18.4,17.5,19.3,17.5 - 19.3,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Female,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,31.1,30.3,31.9,30.3 - 31.9,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,15.6,15,16.3,15.0 - 16.3,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,38.2,37.1,39.3,37.1 - 39.3,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,19,17.4,20.8,17.4 - 20.8,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,27.7,27,28.4,27.0 - 28.4,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,20.4,18,23,18.0 - 23.0,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,14.6,12.2,17.3,12.2 - 17.3,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,27.6,24.6,30.7,24.6 - 30.7,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Less than a high school diploma,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,24.2,20.3,28.4,20.3 - 28.4,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,High school diploma or GED,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,22,20.5,23.5,20.5 - 23.5,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,26.5,25.6,27.5,25.6 - 27.5,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,26.4,25.7,27.1,25.7 - 27.1,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alabama,Alabama,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,26.3,21.9,31.1,21.9 - 31.1,26.3-28.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,21.1,17.9,24.6,17.9 - 24.6,15.3-23.7,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Arizona,Arizona,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,22.6,19.5,26,19.5 - 26.0,15.3-23.7,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Arkansas,Arkansas,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,28.5,23.8,33.7,23.8 - 33.7,28.3-34.8,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,California,California,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,22.5,20.3,24.8,20.3 - 24.8,15.3-23.7,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Colorado,Colorado,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,26.6,23.2,30.1,23.2 - 30.1,26.3-28.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Connecticut,Connecticut,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,25.7,22.4,29.3,22.4 - 29.3,23.8-26.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,26.2,20.4,32.6,20.4 - 32.6,23.8-26.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,District of Columbia,District of Columbia,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,25,19.1,31.8,19.1 - 31.8,23.8-26.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Florida,Florida,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,22.5,19.8,25.3,19.8 - 25.3,15.3-23.7,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Georgia,Georgia,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,26.9,22.3,31.8,22.3 - 31.8,26.3-28.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Hawaii,Hawaii,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,15.3,11.3,20.1,11.3 - 20.1,15.3-23.7,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Idaho,Idaho,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,30.4,26.3,34.8,26.3 - 34.8,28.3-34.8,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Illinois,Illinois,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,23.1,20.2,26.2,20.2 - 26.2,15.3-23.7,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Indiana,Indiana,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,26.1,22.2,30.4,22.2 - 30.4,23.8-26.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Iowa,Iowa,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,24,20.4,27.8,20.4 - 27.8,23.8-26.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Kansas,Kansas,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,28.2,24.7,31.9,24.7 - 31.9,26.3-28.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Kentucky,Kentucky,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,25.9,21.6,30.6,21.6 - 30.6,23.8-26.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Louisiana,Louisiana,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,26.2,21.3,31.7,21.3 - 31.7,23.8-26.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Maine,Maine,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,26.6,21.7,32,21.7 - 32.0,26.3-28.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Maryland,Maryland,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,23.9,20.3,27.7,20.3 - 27.7,23.8-26.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Massachusetts,Massachusetts,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,28.9,25.2,32.9,25.2 - 32.9,28.3-34.8,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,27.3,24.4,30.3,24.4 - 30.3,26.3-28.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,28.2,24.8,31.9,24.8 - 31.9,26.3-28.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Mississippi,Mississippi,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,27.1,21.2,33.7,21.2 - 33.7,26.3-28.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Missouri,Missouri,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,29.5,25.6,33.6,25.6 - 33.6,28.3-34.8,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Montana,Montana,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,24.2,20.1,28.6,20.1 - 28.6,23.8-26.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Nebraska,Nebraska,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,27.1,23.5,31,23.5 - 31.0,26.3-28.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Nevada,Nevada,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,22.3,18.4,26.5,18.4 - 26.5,15.3-23.7,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Hampshire,New Hampshire,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,31.8,27,37,27.0 - 37.0,28.3-34.8,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Jersey,New Jersey,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,22.7,18.8,27,18.8 - 27.0,15.3-23.7,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Mexico,New Mexico,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,23.6,20.1,27.5,20.1 - 27.5,15.3-23.7,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New York,New York,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,25,21.4,28.9,21.4 - 28.9,23.8-26.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,North Carolina,North Carolina,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,22.6,18.6,27.1,18.6 - 27.1,15.3-23.7,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,North Dakota,North Dakota,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,23.7,19,29,19.0 - 29.0,15.3-23.7,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Ohio,Ohio,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,29.6,25.3,34.2,25.3 - 34.2,28.3-34.8,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Oklahoma,Oklahoma,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,27,23.5,30.7,23.5 - 30.7,26.3-28.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Oregon,Oregon,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,27.1,24.2,30.2,24.2 - 30.2,26.3-28.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,25.9,22.8,29.2,22.8 - 29.2,23.8-26.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,27.2,21.9,33.1,21.9 - 33.1,26.3-28.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,22.2,18.1,26.8,18.1 - 26.8,15.3-23.7,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Dakota,South Dakota,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,29.5,23.1,36.6,23.1 - 36.6,28.3-34.8,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Tennessee,Tennessee,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,25.5,21.7,29.7,21.7 - 29.7,23.8-26.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Texas,Texas,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,21.2,18.8,23.7,18.8 - 23.7,15.3-23.7,
